external_id,fm_id,project_fm_id,import
9912787050101488,6994,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912787220101488,6995,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912787360101488,6996,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912787500101488,6997,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912787740101488,6998,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912788060101488,6999,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912788130101488,7000,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912789230101488,7001,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912789330101488,7002,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912789430101488,7003,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912789510101488,7004,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790220101488,7005,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790330101488,7006,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790420101488,7007,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790680101488,7008,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790720101488,7009,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790780101488,7010,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912790830101488,7011,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791210101488,7012,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791280101488,7013,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791340101488,7014,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791440101488,7015,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791510101488,7016,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791790101488,7017,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912791870101488,7018,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912792450101488,7019,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912792770101488,7020,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912793180101488,7021,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912793320101488,7022,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912793600101488,7023,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912793720101488,7024,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912793950101488,7025,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912794380101488,7026,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912794930101488,7027,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912795120101488,7028,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912795340101488,7029,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912795410101488,7030,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912795520101488,7031,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796140101488,7032,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796400101488,7033,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796500101488,7034,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796640101488,7035,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796740101488,7036,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796790101488,7037,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796890101488,7038,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796910101488,7039,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796940101488,7040,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912796990101488,7041,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797240101488,7042,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797320101488,7043,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797380101488,7044,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797410101488,7045,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797460101488,7046,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797530101488,7047,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797650101488,7048,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797710101488,7049,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912797970101488,7050,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798040101488,7051,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798320101488,7052,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798390101488,7053,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798560101488,7054,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798610101488,7055,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798750101488,7056,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798830101488,7057,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798940101488,7058,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912798980101488,7059,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799020101488,7060,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799230101488,7061,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799270101488,7062,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799390101488,7063,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799580101488,7064,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799600101488,7065,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799900101488,7066,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912799930101488,7067,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9912800050101488,7068,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988960990101488,7069,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961000101488,7070,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961010101488,7071,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961020101488,7072,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961030101488,7073,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961040101488,7074,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961050101488,7075,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9988961070101488,7076,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989012930101488,7077,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029010101488,7078,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029040101488,7079,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029130101488,7080,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029280101488,7081,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029720101488,7082,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029790101488,7083,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989029920101488,7084,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989030010101488,7085,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989045580101488,7086,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989045670101488,7087,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989045800101488,7088,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989045950101488,7089,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989046050101488,7090,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989046380101488,7091,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989046570101488,7092,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989046810101488,7093,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047010101488,7094,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047120101488,7095,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047200101488,7096,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047270101488,7097,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047390101488,7098,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047470101488,7099,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047570101488,7100,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047610101488,7101,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047820101488,7102,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989047870101488,7103,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989056730101488,7104,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989056770101488,7105,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989056780101488,7106,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989056800101488,7107,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989056810101488,7108,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989058940101488,7109,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059690101488,7110,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059700101488,7111,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059720101488,7112,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059790101488,7113,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059810101488,7114,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059830101488,7115,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059860101488,7116,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989059880101488,7117,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061210101488,7118,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061230101488,7119,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061460101488,7120,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061570101488,7121,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061680101488,7122,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061740101488,7123,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989061870101488,7124,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062350101488,7125,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062410101488,7126,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062520101488,7127,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062590101488,7128,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062630101488,7129,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062830101488,7130,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062900101488,7131,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062920101488,7132,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989062960101488,7133,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989063000101488,7134,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989063040101488,7135,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989063080101488,7136,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989063130101488,7137,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989063220101488,7138,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989063260101488,7139,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074080101488,7140,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074090101488,7141,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074100101488,7142,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074110101488,7143,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074120101488,7144,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074130101488,7145,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074160101488,7146,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074180101488,7147,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074280101488,7148,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074290101488,7149,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074380101488,7150,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074410101488,7151,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074460101488,7152,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074520101488,7153,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074590101488,7154,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074620101488,7155,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074750101488,7156,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074810101488,7157,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074860101488,7158,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074900101488,7159,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989074960101488,7160,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989075680101488,7161,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989101490101488,7162,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989101560101488,7163,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989101570101488,7164,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989101620101488,7165,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989101640101488,7166,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9989101670101488,7167,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647390101488,7168,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647450101488,7169,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647530101488,7170,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647670101488,7171,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647700101488,7172,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647750101488,7173,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647970101488,7174,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991647990101488,7175,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991648090101488,7176,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991648120101488,7177,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991655450101488,7178,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991655480101488,7179,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656500101488,7180,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656550101488,7181,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656610101488,7182,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656640101488,7183,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656660101488,7184,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656680101488,7185,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656700101488,7186,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656730101488,7187,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656780101488,7188,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991656830101488,7189,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991657000101488,7190,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991657050101488,7191,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991657110101488,7192,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991657170101488,7193,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991657190101488,7194,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991657220101488,7195,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991812790101488,7196,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991812940101488,7197,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814080101488,7198,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814140101488,7199,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814350101488,7200,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814460101488,7201,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814570101488,7202,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814850101488,7203,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991814900101488,7204,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991815480101488,7205,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991815500101488,7206,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991815710101488,7207,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991815920101488,7208,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991815990101488,7209,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991816010101488,7210,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991816380101488,7211,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991816580101488,7212,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991816780101488,7213,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991816940101488,7214,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817090101488,7215,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817110101488,7216,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817170101488,7217,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817610101488,7218,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817840101488,7219,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817940101488,7220,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991817970101488,7221,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991818050101488,7222,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991818130101488,7223,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991818150101488,7224,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991824210101488,7225,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991824250101488,7226,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991826610101488,7227,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991826630101488,7228,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991826760101488,7229,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991826980101488,7230,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991827440101488,7231,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991827720101488,7232,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991827840101488,7233,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991827910101488,7234,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991827940101488,7235,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830220101488,7236,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830350101488,7237,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830390101488,7238,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830500101488,7239,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830560101488,7240,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830700101488,7241,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830770101488,7242,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830790101488,7243,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991830820101488,7244,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991831500101488,7245,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991831600101488,7246,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991831940101488,7247,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991831970101488,7248,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991832550101488,7249,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991832590101488,7250,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991832680101488,7251,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991832800101488,7252,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991832820101488,7253,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991832920101488,7254,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833020101488,7255,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833130101488,7256,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833160101488,7257,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833270101488,7258,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833320101488,7259,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833350101488,7260,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833380101488,7261,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833410101488,7262,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833550101488,7263,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833760101488,7264,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991833820101488,7265,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991834090101488,7266,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9991834150101488,7267,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915659620101488,7268,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915659720101488,7269,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915659920101488,7270,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915660060101488,7271,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915661460101488,7272,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915661500101488,7273,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915661590101488,7274,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915662150101488,7275,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915662390101488,7276,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915662600101488,7277,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
9915662700101488,7278,24,Imported from 20240223092601_the_ingest_alma_theses_oul_digcol_xml
