"descriptor","place_id_fk"
"Scharenbecanus","7333"
"Schathoviensis","7345"
"Schausinienis","2809"
"Schausse","2251"
"Schautensis","7382"
"Schavantiensis","7347"
"Schayensis","7348"
"Scheijndel","7361"
"Schelde","7351"
"Scheldelbeck","7354"
"Scheldewinck","7350"
"Scheldewindeke","7350"
"Scheldewindick","7350"
"Schell","7352"
"Schelle","7352"
"Schellebelle","555"
"Schemiensis","7353"
"Schendel","7361"
"Schendelbecanus","7354"
"Schendelbeeck","7354"
"Schendelberck","7354"
"Schendelensis","7361"
"Schendelius","7361"
"Schendellensis","7361"
"Schendelwindike","7350"
"Schenderbeecanus","7354"
"Schendermael","8978"
"Scheneff","7426"
"Schenesenensis","0"
"Schennensis","7356"
"Scherdinganus","7343"
"Scherpenisse","7359"
"Scherpenissensis","7359"
"Scheulen","7392"
"Schevelingensis","7360"
"Schevelingius","7360"
"Scheyndel","7361"
"Schidamensis","556"
"Schidannensis","556"
"Schiedam","556"
"Schiedamensis","556"
"Schierenberghensis","6566"
"Schijck","7338"
"Schijndel","7361"
"Schijndelbeke","7354"
"Schijndelensis","7361"
"Schilde","7362"
"Schimacensis","135"
"Schimmacensis","135"
"Schimmert","7363"
"Schindelensis","7361"
"Schindelius","7361"
"Schindermakensis","7364"
"Schinin","7365"
"Schinnen","7365"
"Schinnes","7365"
"Schladiniensis","7399"
"Schlainiensis","7399"
"Schlandermensis","7366"
"Schleidanus","7367"
"Schleiden","7367"
"Schleswicensis","7368"
"Schlien","7369"
"Schoenbroechanus","7373"
"Schoenhovianus","7375"
"Schoenhoviensis","7375"
"Schohier","7370"
"schola Divi Petri","0"
"Schola Patrum augustinianorum","0"
"Schonhovianus","7375"
"Schonovianus","7375"
"Schonoviensis","7375"
"Schoonhoven","7375"
"Schoonhovianus","7375"
"Schoonhoviensis","7375"
"Schoonhovinensis","7375"
"Schoonhovinus","7375"
"Schoonhovius","7375"
"Schoonoviensis","7375"
"Schoonovinus","7375"
"Schoonvorst","7377"
"Schoorisse","7381"
"Schooten","7382"
"Schorbach","7379"
"Schorisse","7381"
"Schossinnes","2809"
"Schotensis","7382"
"Schotten","7384"
"Schotus","7383"
"Schourevordensis","7376"
"Schovelianus","7387"
"Schoville","7403"
"Schrachtenbachius","7388"
"Schravelen","0"
"Schrieck","7389"
"Schrieckanus","7389"
"Schrieckensis","7389"
"Schriensis","7390"
"Schritensis","7391"
"Schulensis","7392"
"Schurbizensis","7396"
"Schydammensis","556"
"Schyndel","7361"
"Sci","7407"
"Scietdammis","556"
"Scijdanus","7397"
"Scillensis","7352"
"Scilles","7398"
"Scindelensis","7361"
"Scindelius","7361"
"Scladiniensis","7399"
"Scleldensis","0"
"Scoenhove","7375"
"Scoenhovianus","7375"
"Scoenhoviensis","7375"
"Scondelbecanus","7354"
"Sconhoviensis","7375"
"Scoonhovianus","7375"
"Scornacensis","7400"
"Scosensis","7401"
"Scothia","7383"
"Scoti","7383"
"Scotia","7383"
"Scotie","7383"
"Scotiensis","7402"
"Scotius","7383"
"Scotonensis","0"
"Scotus","7383"
"Scovile","7403"
"Scrapenbachius","7404"
"Scriensis","7406"
"Scrinensis","7405"
"Secanus","8244"
"Sechliniensis","7399"
"Secliensis","7399"
"Secliniensis","7399"
"Sedanensis","7410"
"Sedeghem","4982"
"Seelogne","7420"
"Seet","7411"
"Segchemius","9032"
"Segediensis","4378"
"Segelsem","711"
"Segge","9009"
"Seghelsen","711"
"Seijlsellensis ad Rhodanum","559"
"Seilensis","7414"
"Seille","7414"
"Seilles","7414"
"Sel","7415"
"Sele","9011"
"Seleniensis","7416"
"Selensis","7418"
"Seletius natione oriundus Nissa","0"
"Selingen","7419"
"Sellensis","7414"
"Sellick","9017"
"Selliensis","7414"
"Selny","557"
"Selogne","7420"
"Seloigne","0"
"Selsaut","7421"
"Selusanus","7422"
"Semensis","7423"
"Semmersacke","7424"
"Semps","9019"
"Sempse","9019"
"Sempts","9019"
"Semse","9019"
"Senef","7426"
"Senefensis","7426"
"Seneff","7426"
"Seneffe","7426"
"Seneffianus","7426"
"Seneffiensis","7426"
"Senefiensis","7426"
"Senephiensis","7426"
"Senesiensis","7428"
"Senfiensis","7426"
"Senhoven","7966"
"Seniensis","7438"
"Senillensis","7429"
"Seninghe","7430"
"Seninne","7427"
"Senonensis","7432"
"Senreille","7433"
"Senselientis","7435"
"Sensellensis","7436"
"Sensensis","7434"
"Sensent","7437"
"Senzeille","7439"
"Seoliniensis","7440"
"Seperen","712"
"Sepperen","712"
"Sepperensis","712"
"Septem Tumbis","0"
"Septemmontanus","713"
"Septemmontensis","713"
"Septimontanus","713"
"Septimontensis","713"
"Septisilvius","9028"
"Septroux","7442"
"Seraing Le Chateau","7443"
"Seraniensis","7444"
"Serchiensis","7445"
"Serdonensis","7446"
"Seresen","7447"
"Sergnon","2289"
"Sermes","7449"
"Sernaliensis","7450"
"Seron","7451"
"Serorgiensis","7454"
"Seroulx","131"
"Seroux","131"
"Serpiniensis","7455"
"Serre","7456"
"Servaliensis","7457"
"Serviensis","134"
"Servifontanus","2200"
"Servignij","7458"
"Seveganiensis","0"
"Sevenariensis","9024"
"Sevenberge","713"
"Sevenbergen","713"
"Sevenbergensis","713"
"Sevenbergh","713"
"Sevenberghen","713"
"Sevenbergnensis","713"
"Sevene","7459"
"Seveneecken","9026"
"Sevenmariensis","7460"
"Severberghe","713"
"Severin","7461"
"Seviensis","134"
"Sevigny ad Sylvas","558"
"Sevrij","581"
"Sgraven vouren","7209"
"Sgravenkercke","0"
"Sgravenpolre","0"
"Shaftsbury","7464"
"Sibborgensis","7466"
"Sichartensis","7467"
"Sichem","9032"
"Sichemensis","9032"
"Sichemiensis","9032"
"Sichemius","9032"
"Sichenensis","9032"
"Sichensis","9032"
"Sichiniensis","9032"
"Sichnensis","9032"
"Siclinensis","7409"
"Sicliniensis","7409"
"Siculi","7468"
"Siculus","7468"
"Sierricensis","9034"
"Sievriensis","7469"
"Sighnis","0"
"Sigmacus","7470"
"Signoliensis","7471"
"Sijerq","7472"
"Sijli","7473"
"Sijliensis","6438"
"Sijlliacelensis","7474"
"Sijllij","7475"
"Sijlvae-ducensis","546"
"Sijlvaeducensis","546"
"Sijlvaeducensis [Siljvaeducensis]","546"
"Sijlveducensis","546"
"Sijlveduducensis","546"
"Sijlvius","0"
"Sijnaij","560"
"Sijnghem","9037"
"Sijnghen","9037"
"Sijvaeducensis","546"
"Sijveducensis","546"
"Sijvriensis","7477"
"Sijvrij","581"
"Silegius","7480"
"Silenreux","7478"
"Silenrieu","7478"
"Silenrieux","7478"
"Silensis","7479"
"Silesia","7480"
"Silesius","7480"
"Silesus","7480"
"Siliacensis","6438"
"Siliensis","6438"
"Silij","6438"
"Silincensis","6438"
"Siljveducensis","0"
"Sillenrieux","7478"
"Sillij","6438"
"Silly","6438"
"Silucensis","7481"
"Silvaeducensis","546"
"Silvaeduensis","546"
"Silvaesucensis","546"
"Silvanectensis","0"
"Silveducensis","546"
"Silveniopensis","725"
"Silvius","7482"
"Simacensis","135"
"Simelette","378"
"Simerensis","7483"
"Simmacensis","135"
"Simmatonensis","7484"
"Simmingen","7425"
"Sinacensis","2293"
"Sinaciensis","2293"
"Sinaij","560"
"Sinaj","560"
"Sinay","560"
"Sinckinensis","0"
"Sindrinus","7487"
"Sineensis","7488"
"Sinefiensis","7426"
"Sinensis","7365"
"Singhem","9037"
"Singhiniensis","7489"
"Sint Oedenrooden","573"
"Sinte Marij","0"
"Sintoienroij","7554"
"Sintternel","7555"
"Sinuensis","7556"
"Siplet","7557"
"Sippletensis","136"
"Siran","7558"
"Sirault","7558"
"Sircensis","7559"
"Sirecxeo","9034"
"Sirizensis","9034"
"Sirxceensis","9034"
"Sisteriensis","7561"
"Sisunensis","7562"
"Sithart","7564"
"Sithensis","7563"
"Sittardiensis","7564"
"Sittardiensis Tudder","7564"
"Sittart Lummen","9039"
"Sittart Lummensis","9039"
"Siveri","581"
"Sivra","581"
"Sivri","581"
"Sivriensis","581"
"Sivrij","581"
"Sivrix","581"
"Sivry","581"
"Six-plannes","7565"
"Sixtplane","7565"
"Sladinensis","7566"
"Sladiniensis","7567"
"Sleddingen","582"
"Slediniensis","7569"
"Sleepe","7570"
"Sleguenant","7571"
"Sleijdinge","582"
"Sleijdingen","582"
"Sleijne","582"
"Sleijpen","7576"
"Slercke","7572"
"Slers","7573"
"Slesia","7480"
"Sleydinge","582"
"Sleydingen","582"
"Sleydis","7367"
"Sligonensis","7575"
"Slijdinghe","582"
"Slijppen","7576"
"Slijthuijsen","7577"
"Slipe","7576"
"Slippen","7576"
"Slobecq","7578"
"Slodenus","7581"
"Sloekerkanus","7579"
"Sloijon","7580"
"Slooten","7581"
"Slotensis","7581"
"Slotis","7581"
"Slrap","7582"
"Slusanus","7583"
"Slusensis","7583"
"Slusius","7583"
"Sluyensis","7585"
"Slydinge","582"
"Slykens","583"
"Smau","7587"
"Smeerebbe","7588"
"Smeerlibbensis","7588"
"Smeermaes","7589"
"Smesse","0"
"Snabrugensis","7590"
"Sneca","7591"
"Snecanus","7591"
"Snecensis","7591"
"Sneckanus","7591"
"Sneckensis","7591"
"Sneckis","7591"
"Sneeckanus","7591"
"Sneeckensis","7591"
"Sneekanus","7591"
"Sneff","7426"
"Sneffiensis","7426"
"Snekanu","7591"
"Snekanus","7591"
"Snekensis","7591"
"Snekes","7592"
"Snekis","7591"
"Snevrensis","7593"
"Snolensis","7594"
"Sobensis","7595"
"Sockhemiensis","7762"
"Soecerlensis","7596"
"Soegnesiensis","714"
"Soegniensis","714"
"Soenegiensis","714"
"Soenhoviensis","7375"
"Soerle","715"
"Soers la Buissiere","7307"
"Soest","585"
"Soeterwoude","9044"
"Soexselensis","7597"
"Soffelaere","706"
"Sogneciensis","714"
"Sognegiensis","714"
"Sognesiensis","714"
"Sognisiensis","0"
"Soignegiensis","714"
"Soignesensis","714"
"Soignesiensis","714"
"Soigniensis","714"
"Soignies","714"
"Soignisiensis","714"
"Soignu","714"
"Soij","7659"
"Soije","7659"
"Soijens","0"
"Soinegiensis","714"
"Soingnesiensis","714"
"Soingniensis","714"
"Soiron","7599"
"Soldenzaliensis","470"
"Solder","9045"
"Solderen","7601"
"Solderensis","7602"
"Solen","7603"
"Solensis","7604"
"Solepiensis","0"
"Solernensis","7605"
"Sollensis","7606"
"Solra Sancti Gaugerici","7609"
"Solra supra Sambram","7610"
"Solrana","0"
"Solranus","7610"
"Solranus ad Sabim","7610"
"Solre","5999"
"Solre ad Sabim","7610"
"Solre ad Sabin","7610"
"Solre Sancti Gaugerici","7609"
"Solre sur Sambre","7610"
"Solro Castranij","7608"
"Solsusan","7610"
"Soltarinus","7611"
"solvit hura nobilium et praestitit solitum juramentum","0"
"solvit tres solidos","724"
"Somalle","7612"
"Sombeke","7613"
"Sombref","586"
"Sombreff","586"
"Sombreffe","586"
"Sombreffiensis","586"
"Sombrefiensis","586"
"Sombriniensis","586"
"Somelensis","7614"
"Somerberg","0"
"Somerbreffiensis","586"
"Someren","5999"
"Somerensis","7615"
"Somergemius","716"
"Somergemnius","716"
"Somerghem","716"
"Somerghemis","716"
"Somerghemius","716"
"Somertensis","7615"
"Somier","7620"
"Sommaniensis","7616"
"Sommarensis","7617"
"Sommerensis","7618"
"Sommergemius","716"
"Sommerghem","716"
"Sommier","7620"
"Sommiere","7620"
"Sommiriensis","7621"
"Somsees","587"
"Somuerensis","7618"
"Somzee","587"
"Somzée","587"
"Son","7623"
"Sonbref","586"
"Sondersolius","7624"
"Sonegeiensis","714"
"Sonegemiensis","714"
"Sonegensis","714"
"Sonegiensis","714"
"Sonepensis","7625"
"Soneriensis","7626"
"Sonesiensis","714"
"Songnegiensis","714"
"Songnesiensis","714"
"Sonheviensis","9050"
"Sonhove","9050"
"Sonhoven","9050"
"Sonhoviensis","9050"
"Sonhovius","9050"
"Soniacensis","7627"
"Sonicius","7628"
"Sonie","7629"
"Soniensis","714"
"Sonigiensis","714"
"Sonisiensis","714"
"Sonnebeke","9052"
"Sonnegiensis","714"
"Sonnensis","7622"
"Sonneretensis","7630"
"Sonnier","7631"
"Sonnij","7632"
"Sonnius","7633"
"Sonoret","7634"
"Sonovensis","9050"
"Sonoviensis","9050"
"Sonrgiensis","714"
"Sontomensis","7636"
"Sonurgemius","7637"
"Sonvalle","7638"
"Sonzee","587"
"Soonbeek","7372"
"Soonhoviensis","9050"
"Sooz","7639"
"Sopperen","712"
"Sopy","7640"
"Soracensis","7641"
"Sorachensis","7641"
"Soranensis","7641"
"Sorensis","7642"
"Sorinne","7644"
"Sorle ad Sabim","7610"
"Sorlet Sancti Gaucerici in Hannonia","7609"
"Sorreij","7643"
"Soteghemiensis","0"
"Soter ad Sabim","7610"
"Sotgemiensis","717"
"Sottegem","717"
"Sottegemensis","717"
"Sottegemiensis","717"
"Sottegemius","717"
"Sottegeniensis","717"
"Sotteghem","717"
"Sotteghemiensis","717"
"Sotteghennensis","717"
"Soubrif","586"
"Souge","7647"
"Sougne","7648"
"Sougné","7648"
"Soumagne","7650"
"Soumagne le Moine","7650"
"Soumaire","7651"
"Soume","7649"
"Soumeij","7652"
"Soumoij","7653"
"Soure","7654"
"Sourmé","7649"
"Sourseursambre","7610"
"Soutine","7649"
"Soutleeuw","9056"
"Souveret","7657"
"Souveriensis","7655"
"Souvernir","7656"
"Souvré","7657"
"Souvret","7657"
"Souvretensis","7657"
"Soviniensis","7658"
"Soyeneus","7659"
"Soyssonensis","7600"
"Spa","588"
"Spadanus","588"
"Spadensis","588"
"Spadiensis","588"
"Spaengensis","7663"
"Spaltensis","7662"
"Spandanus","588"
"Sparedamensis","7660"
"Spaubeeck","589"
"Spauwensis","3734"
"Sperlekensis","7666"
"Spi","590"
"Spicensis","7667"
"Spiennensis","7668"
"Spiensis","590"
"Spierdicanus","7669"
"Spij","590"
"Spinetensis","188"
"Spirei","7670"
"Spirensis","7665"
"Spontin","7671"
"Spontinensis","7671"
"Spontiniensis","7671"
"Sprang","7672"
"Sprangensis","7673"
"Sprangius","7672"
"Sprimdel","7676"
"Sprimont","7675"
"Sprimontanus","7675"
"Spy","590"
"St. Nicolao","571"
"Stabiliensis","595"
"Stabilitensis","595"
"Stablensis","595"
"Stabrecanus","0"
"Stabroeck","7683"
"Stabroeckensis","7683"
"Stabrouck","7683"
"Stabrugensis","0"
"Stabulensis","595"
"Stabuletanus","595"
"Stabuletenses","595"
"Stabuletensis","595"
"Stabuletus","595"
"Stabuliensis","595"
"Stade","7686"
"Staden","7686"
"Stadensis","7686"
"Stadtlona","7687"
"Staebroeck","7683"
"Staeff","7688"
"Staff","7689"
"Staffordiensis","7690"
"Stalensis","7733"
"Stalle","7692"
"Stambertensis","7736"
"Stambrugensis","7693"
"Stambruse","7693"
"Stamines","0"
"Stanacensis","7694"
"Standicensis","7695"
"Standonckensis","0"
"Standonensis","0"
"Stano","7696"
"Stanockeseel","0"
"Stapel","592"
"Stapele","592"
"Staple","592"
"Staplensis","178"
"Stapletensis","592"
"Stasse","593"
"Stassein","7697"
"Statte","594"
"Staue","7698"
"Stave","7698"
"Stavele","7699"
"Stavelensis","7699"
"Stavensis","7698"
"Stavria","7701"
"Stavrie","7701"
"Stavrius","7701"
"Stee","7702"
"Steebergensis","7703"
"Steekerckanus","7715"
"Steekerckensis","7715"
"Steenbecanus","7706"
"Steenbecque","7707"
"Steenbergen","7708"
"Steenbergensis","7708"
"Steenbergh","7708"
"Steenberghen","7708"
"Steenberghensis","7708"
"Steenercanus","7710"
"Steenguffele","7713"
"Steenhault","7711"
"Steenhout","7712"
"Steenhuffel","7713"
"Steenhuffele","7713"
"Steenhuijs","7714"
"Steenhuijse","7714"
"Steenhuijsen","7714"
"Steenhuys","7714"
"Steenhuyse","7714"
"Steenkercanus","7715"
"Steenkerchen","7715"
"Steenkerck","7715"
"Steenkerckanus","7715"
"Steenkercke","7715"
"Steenkerckensis","7715"
"Steenkercque","7715"
"Steenocceseel","7716"
"Steenockerseel","7716"
"Steenockezeel","7716"
"Steensel","597"
"Steenterkanus","7715"
"Steenuffel","7713"
"Steenvoerdiensis","7720"
"Steenvoordanus","7720"
"Steenvoorde","7720"
"Steenvoordianus","7720"
"Steenvordia","7720"
"Steenvordianus","7720"
"Steenvordiensis","7720"
"Steenwerck","598"
"Steenwerk","598"
"Steenwirkenius","598"
"Steenwyck de Cuender","7721"
"Steepensis","7722"
"Steerbeck","7744"
"Steevordensis","7723"
"Steevordiensis","7720"
"Steewercanus","598"
"Steghem","7725"
"Stegiensis","7727"
"Stegrensis","7727"
"Stegriensis","7727"
"Steijnackerseel","7716"
"Steijnockerzeel","7716"
"Steijnockeseel","7716"
"Steijnohesiel","7716"
"Steinbach","7728"
"Steinkercke","7715"
"Steinkerke","7715"
"Steinsel","597"
"Steinvoordiensis","7720"
"Steironensis","7730"
"Stekanus","7731"
"Steken","7731"
"Stekene","7731"
"Stekenen","7731"
"Stekenne","7731"
"Stekensis","7731"
"Stelberch","7732"
"Stellinckwaerf","7734"
"Stelts","7735"
"Stemberch","7736"
"Stembert","7736"
"Stenarensis","7737"
"Stenercensis","7739"
"Stenewijckanus","7721"
"Stenokerzelensis","7716"
"Stenubach","7728"
"Stenwordianus","7720"
"Stephaniensis","7740"
"Stephanocurtensis","2434"
"Sterbecanus","7744"
"Sterbekanus","7744"
"Sterckcelensis","7742"
"Stercq","7741"
"Sterpiensis","7743"
"Sterrebeeck","7744"
"Sterrebeeke","7744"
"Sterrebeke","7744"
"Stesiniensis","0"
"Stevenensis","7745"
"Stevens-Weirt","7746"
"Stevensweert","7746"
"Stevordiensis","7720"
"Stevort","7747"
"Stewijcsensis","7721"
"Steyl","599"
"Steynbergensis","7748"
"Steynockerzeele","7716"
"Sthalust","7749"
"Sti Aegidij","562"
"Sticliniensis","7750"
"Stiencelensis","597"
"Stienheimensis","7751"
"Stienkerkanus","7715"
"Stienselensis","597"
"Stienvordanus","7720"
"Stiephoutanus","7755"
"Stier","7752"
"Stighem","7754"
"Stijensis","7781"
"Stijro","7794"
"Stijrus","7794"
"Stinet Gerard","7233"
"Stinffordiensis","7720"
"Stiphout","7755"
"Stirotinensis","7756"
"Stirus","7794"
"Stitelensis","7757"
"Stixers","7758"
"Stlianus","0"
"Sto Aegidio","562"
"Sto Vedasto","7264"
"Stochemiensis","7762"
"Stockemiensis","7762"
"Stockhemius","7759"
"Stockheniensis","7762"
"Stoenvoordianus","7720"
"Stohlberch","0"
"Storombeeck","603"
"Straelensis","7764"
"Straeten","7770"
"Straije","7765"
"Stralensis","7766"
"Strassen","600"
"Stratanus","7768"
"Stratensis","7769"
"Strathum","7770"
"Stratum","7770"
"Strayensis","7772"
"Strazeele","7773"
"Stre","7774"
"Strecanus","7775"
"Streckanus","7775"
"Stree","7774"
"Streeckanus","7775"
"Streehanus","7775"
"Streekanus","7775"
"Streel","7776"
"Streensis","7774"
"Streijp","601"
"Strekanus","7775"
"Strenensis","7774"
"Strepe","601"
"Strepen","7777"
"Strepensis","601"
"Strepi","7778"
"Strepij","7778"
"Stretanus","7779"
"Strey","7780"
"Strijkanus","7782"
"Strijp","601"
"Strijpen","601"
"Strijpensis","601"
"Strijt","7783"
"Strijten","602"
"Strijthem","602"
"Stripensis","601"
"Stritanus","7784"
"Strombecanus","7786"
"Strombeke","603"
"Stromburgenses","7785"
"Stronbeeck","603"
"Stroombeek","603"
"Strowinganus","7771"
"Strubergensis","7787"
"Struensis","7788"
"Struijpen","601"
"Struinensis","7789"
"Struinnensis","7790"
"Struniensis","7791"
"Strypensis","601"
"Strythem","602"
"Stuckenbusch","604"
"Styria Inferiori","7795"
"Suassensis","0"
"sub archiepiscopi Rigensi","0"
"sub archiepiscopo Rigensi","0"
"sub comitatu Sancti Pauli","0"
"sub ducatu Limburensi","4226"
"sub episcopo Aberdonensi","9096"
"sub episcopo Aboensi","0"
"sub episcopo Ambianensi","15"
"sub episcopo Augustensi in Suevia","0"
"sub episcopo Cabtuariensi","0"
"sub episcopo Glascuensi","9107"
"sub episcopo Leodiensi","9091"
"sub episcopo Noviodunnensi","9116"
"sub episcopo Parisiensi","0"
"sub Episcopo Sancti Andree","9101"
"sub episcopo Sancti Bonifacii","0"
"sub Heverla","0"
"Subdert","7796"
"Subertensis","7797"
"suburbanus Athensis","8"
"Suburio-Hispanico","7798"
"Suchtelant","7799"
"Suchtelensis","7799"
"Suctelensis","7799"
"Suecanus","7800"
"Suerbeempde","0"
"Suesionensis","0"
"Suessenensis","0"
"Suessionensis","7600"
"Suessonensis","0"
"Suetensis","0"
"Suetionensis","0"
"Sueveus","9077"
"Suevi","9077"
"Suevia","9077"
"Suevus","719"
"Suffolckcnensis","7801"
"Suffordiensis","0"
"Suiboemdanis","7802"
"Suijtdorpiensis","9060"
"Suillanus","7803"
"Sulice","7804"
"Sulienus","7805"
"Sulle","7807"
"Sulrenius","9045"
"Sulrenus","9045"
"Sulscke","9071"
"Sulsicke","9071"
"Sulsicqz","9071"
"Sulsique","9071"
"Sulsucq","9071"
"Sulveducensis","546"
"Sulzike","9071"
"Suman","7809"
"Sumet","7810"
"Sundereneis","7811"
"Sunderinus","718"
"Sundert","718"
"Sundert majore","718"
"Sundert Majori","718"
"Sundertinus","718"
"Sundrinus","718"
"Supeen","7812"
"super Ambleve","905"
"super Oram","0"
"Superiori","0"
"Superioris Trajectensis","397"
"Suppletensis","7261"
"supra Lyram","0"
"supra Mosam","5369"
"supra Zomam","0"
"Surbemdensis","3508"
"Surbende","9075"
"Surice","7814"
"Surie","7815"
"Suriensis","7816"
"Surijs","7814"
"Surisce","7814"
"Surrice","7814"
"Suruer","7814"
"Susanus","7818"
"Sustensis","7819"
"Susterensis","7819"
"Susteriensis","7819"
"Susterseel","7820"
"Sustheriensis","7819"
"Sutendael","9073"
"Sutendalensis","9073"
"Sutpeen","9062"
"Sutphanienses","9074"
"Sutsaniensis","9074"
"Suttre","4608"
"Suxij","7821"
"Suylesius","7480"
"Svecanus","7591"
"Svollenses","9086"
"Svollensis","9086"
"Swaenebruchanus","7823"
"Swalbacensis","7393"
"Swalensis","7824"
"Swalme Inferiori","6070"
"Swammensis","7826"
"Swegseghem","9081"
"Swendrecht","9083"
"Swerderwoudensis","9061"
"Sweron","7827"
"Swessionensis","0"
"Swessionnensis","0"
"Swessoniensis","7600"
"Swetanus","7828"
"Swevegem","9081"
"Sweveghem","9081"
"Swevezeele","9082"
"Swevus","0"
"Swichum","7829"
"Swijnade","720"
"Swijnaerden","720"
"Swijndrecht","9083"
"Swijs","7830"
"Swindreght","9083"
"Swischemius","7829"
"Swollansus","9086"
"Swollanus","9086"
"Swollensis","9086"
"Swynaerde","720"
"Swyndrecht","9083"
"Sylbekanus","9035"
"Sylesius","7480"
"Syliacensis","7833"
"Syllvacensis","7834"
"Sylva Lessiensis","365"
"Sylva Lessinensis","365"
"Sylva Villetana","0"
"Sylvaducensis","546"
"Sylvae Ducensis","546"
"Sylvae-ducensis","546"
"Sylvaeducensis","546"
"Sylvaeducenssi","546"
"Sylveducensis","546"
"Sylveduensis","546"
"Sylvelessiniensis","365"
"Sylvester Capelle","579"
"Symacensis","135"
"Synacensis","2293"
"Synaliensis","7835"
"Syndertensis","718"
"Synghen","9037"
"Synoutskerke","7491"
"Sypletensis","7836"
"Syranicensis","3"
"Syranus","3"
"Tachtensis","7838"
"Taheriensis","7839"
"Taimsiensis","609"
"Taintegnies","605"
"Taisniere","7842"
"Tamiensis","609"
"Tamin","609"
"Tamincensis","609"
"Tamine","609"
"Tamines","609"
"Taminiensis","609"
"Taminne","609"
"Taminnes","609"
"Tamino","609"
"Tamisianus","609"
"Tamisiensis","609"
"Tamissensis","609"
"Tamiziensis","609"
"Taneriensis","7843"
"Tanisensis","609"
"Tarbiensis","7844"
"Tarcienne","7845"
"Tardaniensis","7846"
"Tardechamps","606"
"Tarpenensis","7847"
"Tarsen","7848"
"Tarsienne","7845"
"Tasrenensis","7850"
"Taurinensis","0"
"Taurinus","8117"
"Tavienne","7851"
"Tavier","607"
"Taviers","607"
"Taviet","7852"
"Tavigni","7853"
"Taxadriensis","4743"
"Taxandiensis","4743"
"Taxandriensis","614"
"Taxandrinus","4743"
"Taxandrius","4743"
"Techlinensis","7854"
"Tectanus","7911"
"Tectensis","7911"
"Tectonio","7855"
"Teelderode","7965"
"Tegipagensis","7858"
"Tehenus","7859"
"Tekenen","7861"
"Telinensis","7862"
"Tellin","7863"
"Teluy","7864"
"Tember","7865"
"Temeramondanus","156"
"Templemarcensis","7866"
"Templeuviensis","608"
"Templo","608"
"Templon","608"
"Templou","608"
"Templouviensis","608"
"Temploux","608"
"Temploviensis","608"
"Templumiensis","7867"
"Temps","7869"
"Tempstanus","609"
"Temsche","609"
