"descriptor","place_id_fk"
"de Tresny","0"
"de Treveri","8080"
"de Treveris","8080"
"de Trevery","8080"
"de Tributo","0"
"de Tricastro","7954"
"de Troengi","629"
"de Troncinio","2749"
"de Trongnes","629"
"De Troosemberghe","0"
"de Tscanenporders","0"
"de Tsgravenmuer","7202"
"de Tsgravenpol","7208"
"de Tsgravenpolder","7208"
"de Tsgravensande","7211"
"de Tsgravensant","7211"
"de Tsgrevenmoere","7202"
"de Tsgrevensande","7211"
"de Tsgrivensande","7211"
"de Tsraerskerke","7452"
"de Tubeca","8103"
"de Tubeka","8103"
"de Tudel","8106"
"de Tudinio","619"
"de Tuerenhaudt","630"
"de Tuernhout","630"
"de Tuernout","630"
"de Tuiomis","0"
"de Tula","0"
"de Tulborch","623"
"de Tullo","0"
"de Tungerloe","8019"
"de Turbasio","0"
"de Turenhout","630"
"de Turhaut","630"
"de Turhout","630"
"de Turkundio","0"
"de Turnaco","168"
"de Turnhout","630"
"de Turnohaut","630"
"de Turnohut","630"
"de Turnot","630"
"de Turnouht","630"
"de Turnoult","630"
"de Turnout","630"
"de Turoicia","8118"
"de Turri","5999"
"de Tuurnuut","630"
"de Tuyleyn","7916"
"de Tyelborch","623"
"de Tyeldonck","7972"
"de Tyelen","0"
"de Tyenis","0"
"de Tyl","7963"
"de Tyla","7963"
"de Tylborch","623"
"de Tyleto","620"
"de Tylia","5999"
"de Tylle","0"
"de Tylt","620"
"de Ubbert","8130"
"de Udem","631"
"de Uden","631"
"de Ulbeke","8142"
"de Ulborch","0"
"de Ulissim","0"
"de Ulkom","0"
"de Ulst","4523"
"de Urnaghel","0"
"de Ursele","8155"
"de Uthusen","8138"
"de Utkerck","8139"
"de Utwierden","8140"
"de Uutervyck","8134"
"de Vacenchenis","637"
"de Vadioleto","8185"
"de Vaelwijck","8544"
"de Vaerneton","664"
"de Vaesmont","662"
"de Valckenburch","8180"
"de Valcuria","8595"
"de Valechenis","637"
"de Valegonis","0"
"de Valenceinis","637"
"de Valencencis","637"
"de Valencenis","637"
"de Valenchenes","637"
"de Valenchenis","637"
"de Valencia","0"
"de Valencianis","637"
"de Valencinis","637"
"de Valenctenis","637"
"de Valendez","8188"
"de Valenhove","8484"
"de Valenschenis","637"
"de Valensenis","637"
"de Valenshenis","637"
"de Valensis","637"
"de Valenstenis","637"
"de Valentia","8175"
"de Valenzenis","637"
"de Valhanio","8600"
"de Valkenborch","8180"
"de Valkenborck","8180"
"de Valkenburch","8180"
"de Valkenburgh","8180"
"de Valkenesse","8182"
"De Valkenis","8182"
"de Valkenisse","8182"
"de Valla","0"
"de Valle","0"
"de Valle ducis","7204"
"de Vallecuria","0"
"de Vallencenis","637"
"de Vallenchenis","637"
"de Vallencinis","637"
"de Valleoleto","0"
"de Vallis Colore","0"
"de Vallo","0"
"de Valquenis","0"
"de Valte","8195"
"de Valva","0"
"de Valwic","8544"
"de Vandalia","0"
"de Varebrouck","8208"
"de Varemia","95"
"de Varenbroeck","8208"
"de Varendonck","8209"
"de Vasrode","0"
"de Vastana","0"
"de Vaterlonio","8702"
"de Vault","8215"
"de Vavria","678"
"de Vazeia","8217"
"de Vechel","639"
"de Vechelen","639"
"de Veeris","0"
"de Veertryck","8323"
"de Vegghele","639"
"de Veheke","0"
"de Veldricum","0"
"de Velenchenis","637"
"de Velicia","0"
"de Velino","0"
"de Vellen","8250"
"de Vellis","8240"
"de Velp","8251"
"de Velpa","8251"
"de Velpa superiori","6435"
"de Velpe","8251"
"de Velpen","8252"
"de Velpia","8251"
"de Velpta","8251"
"de Velroulx","640"
"de Velseke","8263"
"de Velsen","8254"
"de Velsicke","8263"
"de Velt","8257"
"de Veltem","8259"
"de Velten","8259"
"de Velthem","8259"
"de Velthove","8230"
"de Velthoven","8230"
"de Velzecke","8263"
"de Vendanes","0"
"de Vendosme","8272"
"de Venerael","0"
"de Veniaco","0"
"de Venleya","0"
"de Venlo","8274"
"de Venloe","8274"
"de Venloo","8274"
"de Venna","0"
"de Vennetio","0"
"de Venray","642"
"de Venro","642"
"de Venroy","642"
"de Ventia","0"
"de Veraessene","660"
"de Verbono","8792"
"de Verbroeck","8312"
"de Verbrueck","8312"
"de Verchris","8286"
"de Verdon","8290"
"de Vergundia","1860"
"de Verin","0"
"de Veris","8222"
"de Verle","8223"
"de Verlen","8296"
"de Verno","0"
"de Verny","8310"
"de Verrecht","0"
"de Versoc","0"
"de Verste","0"
"de Vertin","0"
"de Vertone","652"
"de Vertono","652"
"de Vertri Busco","6518"
"de Vertrick","8323"
"de Vertrijck","8323"
"de Vertryck","8323"
"de Vertryke","8323"
"de Vervia","0"
"de Verviaco","686"
"de Vesalia","8828"
"de Vessem","8329"
"de Vesterloe","8809"
"de Vestruvyck","8811"
"de Vesulia","8328"
"de Vesulio","8328"
"de Vetera Ecclesia","6523"
"de Veteri Buscho","6518"
"de Veteri Busco","6518"
"de Veteri de Busco","6518"
"de Veteri Ecclesia","6523"
"de Veteri Villa","8358"
"de Veteribusco","6518"
"de Vetero Busco","6518"
"de Vetgest","6302"
"de Vetri Berkino","0"
"de Veucht","8528"
"de Vey","0"
"de Viaem","8336"
"de Viane","8335"
"de Vianen","8336"
"de Vianne","8336"
"de Viaux (Welke is plaatsnaam of familienaam)","2571"
"de Vicerio","0"
"de Vico","0"
"de Viconia","8340"
"de Vienna","8765"
"de Vienne","0"
"de Viervico","0"
"de Viervio","0"
"de Vijanen","8335"
"de Vijck","8974"
"de Vilam","0"
"de Vilario","8387"
"de Vilerpervayes","8393"
"de Villa","0"
"de Villa [de Ville]","8372"
"de Villa Bolsvaerdie","1742"
"de Villa clusis","4859"
"de Villa Concay","2353"
"de Villa Nova","6157"
"de Villa Sancti Andree","7222"
"de Villa Sancti Joannis","5999"
"de Villa Sancti Johannis","5999"
"de Villa Sancti Marie","0"
"de Villa Sancti Nicolai","0"
"de Villa Sancto Nicolao","7540"
"de Villagio Scabe","7682"
"de Villagio Steewerck","598"
"de Villario","8387"
"de Villario Sancti Gisleni","8387"
"de Ville","8399"
"de Villem","8370"
"de Villis","0"
"de Viltem","8258"
"de Viltraie","0"
"de Vilvoerdia","8407"
"de Vilvordia","8407"
"de Vinbrone","0"
"de Vincellis","8411"
"de Viniaco","8360"
"de Viniole","0"
"de Vinkenbos","8418"
"de Vinninghen","8419"
"de Virduno","8291"
"de Virgine","0"
"de Viricia","0"
"de Viridivalle","3709"
"de Viroviaco","686"
"de Viseto","693"
"de Vissekerke","8903"
"de Vissenaken","653"
"de Vitello","0"
"de Vitllo","0"
"de Vitria","8438"
"de Vitrivilla","8437"
"de Vivario","8849"
"de Vivier Coulon","0"
"de Vlaack","0"
"de Vlaca","0"
"de Vlaec","0"
"de Vlaedslo","8449"
"de Vlaerdinghe","8448"
"de Vlardinghen","8448"
"de Vleesmeke","0"
"de Vleirmol","0"
"de Vlesbeeck","0"
"de Vlesbeke","8836"
"de Vlessynghe","8466"
"de Vleteris","480"
"de Vleternis","480"
"de Vliemen","656"
"de Vlierden","8457"
"de Vlimen","656"
"de Vlimere","8463"
"de Vlimmen","656"
"de Vlischin","657"
"de Vlissenghen","657"
"de Vlissibona","0"
"de Vlissinga","657"
"de Vlissingen","657"
"de Vlissinghe","657"
"de Vlissinghem","657"
"de Vlissinghen","657"
"de Vlissynghen","657"
"de Vloemen","0"
"de Vlst","304"
"de Vlusto","4523"
"de Vlymen","656"
"de Vlyssinghe","657"
"de Vocomonte","0"
"de Voeghel","639"
"de Voerburch","658"
"de Voerda","8488"
"de Voeren","8474"
"de Voerhout","8489"
"de Voerloen","0"
"de Voerselaer","8500"
"de Voerselar","8500"
"de Voird","8488"
"de Volckenchove","8479"
"de Voldercum","8954"
"de Voldricum","8954"
"de Volenho","8484"
"de Volhenhio","8484"
"de Vollenho","8484"
"de Vollenhoe","8484"
"de Volonia","0"
"de Volrats","0"
"de Volst","3213"
"de Volvordia","8407"
"de Voordis","8488"
"de Voorne","8490"
"de Vorda","8488"
"de Vorde","8488"
"de Vorscoete","8491"
"de Vorselaer","8500"
"de Vorselaere","8500"
"de Vorsele","8498"
"de Vorsellaer","8500"
"de Vorst","659"
"de Vosselaer","8510"
"de Vossem","8511"
"de Vossum","8511"
"de Vost","0"
"de Vracen","660"
"de Vracinis","660"
"de Vranica","660"
"de Vrasenis","660"
"de Vrebos","8518"
"de Vrieburghis","8524"
"de Vroden","8495"
"de Vrouwordia","0"
"de Vuelen","0"
"de Vueren","7893"
"de Vuitekerke","8139"
"de Vulpynen","8534"
"de Vulvordia","8407"
"de Vuorcom","0"
"de Vurs","0"
"de Vurseldijcke","0"
"de Vustenis","0"
"de Vustmont","0"
"de Vyanen","8336"
"de Vychmael","8850"
"de Vyckerlie","0"
"de Vyenna","6000"
"de Vyrlymbeeck","0"
"de Wacbeke","0"
"de Wachtendonck","8560"
"de Wackerseel","8589"
"de Wackerseele","8589"
"de Wackerselle","8589"
"de Wackerzeel","8589"
"de Wackerzeele","8589"
"de Wackerzele","8589"
"de Waddere","0"
"de Wadiocia","0"
"de Waefria","678"
"de Waehanio","8600"
"de Waehano","8600"
"de Waelcuria","8595"
"de Waeldyck","0"
"de Waelhanio","8600"
"de Waelscapellis","8543"
"de Waelwijc","8544"
"de Waelwijck","8544"
"de Waelwyc","8567"
"de Waelwyck","8544"
"de Waenroy","8546"
"de Waenroye","8546"
"de Waensdorcht","8918"
"de Waerchter","8773"
"de Waerhemia","95"
"de Waerloes","8551"
"de Waersbeken","8684"
"de Waerscapele","8542"
"de Waerscot","661"
"de Waert","0"
"de Waesmondt","662"
"de Waesmonster","663"
"de Waesmonstre","663"
"de Waesmont","662"
"de Waesmunster","663"
"de Waeynroije","8546"
"de Wafria","678"
"de Wageninghe","8575"
"de Waienbergh","0"
"de Wake","0"
"de Walancya","0"
"de Walburgo","8592"
"de Walconisse","8181"
"de Walcuria","8595"
"de Waldecuria","8595"
"de Walem","8598"
"de Walen","8598"
"de Walencensis","637"
"de Walenchenis","637"
"de Walene","0"
"de Walenia Castri","0"
"de Walevia","5053"
"de Walewick","8544"
"de Walgendoiren","0"
"de Walhanio","8600"
"de Walhavio","8604"
"de Walheno","8601"
"de Walia","8599"
"de Walincourt","8605"
"de Walinea","8642"
"de Walinia","8642"
"de Walkenborch","8180"
"de Wallenhenno","8600"
"de Wallwijck","8544"
"de Walravenda","8618"
"de Walravenensis","8618"
"de Walricum","8954"
"de Walsberge","667"
"de Walscappel","8543"
"de Wambeeck","8627"
"de Wambeke","8627"
"de Wamelingen","8630"
"de Wane","0"
"de Wanforse","8638"
"de Wange","8639"
"de Wangeys","0"
"de Wanghe","8639"
"de Wanghen","8639"
"de Wanoede","8546"
"de Wanroede","8546"
"de Warco","0"
"de Warden","0"
"de Warein","0"
"de Waremia","95"
"de Waremia Castri","95"
"de Warena","0"
"de Warenis","0"
"de Warhem","8668"
"de Warmanda","8553"
"de Warmenhuyse","8670"
"de Wart","0"
"de Warviaco","686"
"de Wasbeeck","8684"
"de Wasegia","674"
"de Wasemunster","663"
"de Wasenis","664"
"de Wasia","8556"
"de Wasimonstro","663"
"de Wasmont","662"
"de Wasmunstre","663"
"de Wasnis","664"
"de Wasor","0"
"de Wasors","0"
"de Waspijck","673"
"de Wassenaer","8693"
"de Wassenare","8693"
"de Wassenbach","8694"
"de Wassenborch","8695"
"de Wassenen","8693"
"de Wassenis","664"
"de Wastenis","8698"
"de Wastinia","8698"
"de Watenis","8712"
"de Watering","676"
"de Wateringhe","676"
"de Wateringhen","676"
"de Waterlo","8702"
"de Waterloes","8702"
"de Watermael","8704"
"de Watermale","8704"
"de Watervlied","8707"
"de Watue","8710"
"de Watuwe","8710"
"de Wauda","705"
"de Wauvria","7517"
"de Wavera","678"
"de Wavere","8721"
"de Waveren","8721"
"de Waverijn","8722"
"de Wavra","8721"
"de Wavrea","678"
"de Wavria","8721"
"de Wavria Nostre Dame","6365"
"de Wavria Sancte Katerine","7518"
"de Wavrinio","8721"
"de Wavrya","8721"
"de Wayenberghen","0"
"de We","0"
"de Wechele","8219"
"de Wechenal","0"
"de Wechlinia","0"
"de Wechollem","8729"
"de Wederau","8731"
"de Weelde","8734"
"de Weelis","8733"
"de Weelt","0"
"de Weerd","681"
"de Weerde","681"
"de Weerdt","681"
"de Weert","681"
"de Weert Inferiori","6068"
"de Weert Superiori","681"
"de Weerynom","0"
"de Weescapellis","8813"
"de Weesmael","8829"
"de Weesmale","8829"
"de Weesop","8740"
"de Weesp","8740"
"de Weesthaven","8812"
"de Weestmalia","8815"
"de Weestmalle","8815"
"de Weestmerbeec","8816"
"de Wegeto","0"
"de Weld","8749"
"de Welda","8749"
"de Welde","8750"
"de Welden","8750"
"de Weldt","0"
"de Welhanio","0"
"de Welins","8754"
"de Welis","5999"
"de Welle","8754"
"de Wellen","8754"
"de Wellenis","8754"
"de Wellis","8753"
"de Wely","8761"
"de Wemeldinge","8762"
"de Wemeldingen","8762"
"de Wemeldinghe","8762"
"de Wemeldinghen","8762"
"de Wemelinge","8762"
"de Wemelingen","8762"
"de Wemelinghe","8762"
"de Wemelinghen","8762"
"de Wemelle","685"
"de Wemelynghe","8762"
"de Wendinez","8764"
"de Wendunis","8764"
"de Werbeque","0"
"de Werchinio","8650"
"de Werchtere","8773"
"de Werchteren","8773"
"de Werchterijs","8773"
"de Werchteris","8773"
"de Werchterys","8773"
"de Werchtris","8773"
"de Werda","8547"
"de Werda Sancti Georgii","7514"
"de Werde","8547"
"de Werde Sancti Georgii","7514"
"de Werdeborch","8549"
"de Werden","8547"
"de Werdenberch","8549"
"de Werdenburch","0"
"de Werdt","0"
"de Werdum","0"
"de Werdun","0"
"de Werfiaco","686"
"de Werken","0"
"de Werle","0"
"de Wermenhuysen","8670"
"de Wernant","8673"
"de Werneto","0"
"de Werni","686"
"de Wernine","0"
"de Werny","0"
"de Werrt","0"
"de Wersbeeck","8785"
"de Wersbeke","8785"
"de Wersinne","8786"
"de Wersteloen","0"
"de Wersterhove","687"
"de Wert","7514"
"de Wertris","7514"
"de Werve","686"
"de Werveto","0"
"de Wervia","686"
"de Werviaco","686"
"de Wervicke","686"
"de Wervico","686"
"de Wesalia","8828"
"de Wescapellis","8813"
"de Wescapollen","8813"
"de Wesele","8828"
"de Wesell","8828"
"de Wesemael","8829"
"de Wesemale","8829"
"de Wesembeke","692"
"de Wesenbeke","692"
"de Wesenscouwis","8810"
"de Weshaven","8798"
"de Weskerke","8906"
"de Wesmale","8829"
"de Wesmaria","0"
"de Wesop","8740"
"de Wesopia","8740"
"de Wespelaer","8800"
"de Wessaven","0"
"de Wesseren","0"
"de Westcapelis","8813"
"de Westcapelle","8813"
"de Westcapellen","8813"
"de Westcapellis","8813"
"de Westcappel","8813"
"de Westcappelle","8813"
"de Westcappellis","8813"
"de Westdorne","0"
"de Westele","0"
"de Westenhove","687"
"de Westenstauwen","8810"
"de Westerhoeven","687"
"de Westerhove","687"
"de Westerhoven","687"
"de Westerhys","8808"
"de Westerlo","688"
"de Westerloe","688"
"de Westerloo","688"
"de Westermael","0"
"de Westfalia","689"
"de Westhove","687"
"de Westhoven","687"
"de Westkerck","8814"
"de Westkerke","8814"
"de Westmael","8815"
"de Westmal","8815"
"de Westmalle","8815"
"de Westmare","0"
"de Westphalus","0"
"de Westrom","8817"
"de Westroven","687"
"de Westvalia","689"
"de Westvleeteren","8820"
"de Westwesel","8973"
"de Wette","690"
"de Wetteren","690"
"de Weure","0"
"de Weverburch","0"
"de Weyden","8743"
"de Weydi","8745"
"de Weygmael","8851"
"de Wezalia","8828"
"de Wezemale","8829"
"de Wibergia","8742"
"de Wieringia","8839"
"de Wieringis","8839"
"de Wiers","8840"
"de Wijc","8854"
"de Wijchmale","8851"
"de Wijck","8854"
"de Wijckeworst","695"
"de Wijgaerden","8859"
"de Wilbringhen","8868"
"de Wildere","8864"
"de Wilenhoe","0"
"de Willebringhe","8868"
"de Willebringhen","8868"
"de Willebroech","696"
"de Willebroeck","696"
"de Willebrordi Cappella","7551"
"de Willi","0"
"de Wilmerdonc","8874"
"de Wilmerdonck","8874"
"de Wilre","8856"
"de Wilsele","8878"
"de Wilselis","8878"
"de Wilsem","0"
"de Wilvordia","8407"
"de Winckel","8891"
"de Wincsel","8892"
"de Windeken","0"
"de Winegem","8858"
"de Winghe","7515"
"de Winghene","698"
"de Winghenne","698"
"de Winsele","8892"
"de Winter","0"
"de Winterloe","0"
"de Winteshoven","8897"
"de Winxel","8892"
"de Winxele","8892"
"de Winxelle","8892"
"de Wiringia","8839"
"de Wisalia","8828"
"de Wisenkerck","8906"
"de Wishouck","0"
"de Wiskerck","8906"
"de Wiskercke","8906"
"de Wiskerke","8906"
"de Wismaria","8902"
"de Wisock","0"
"de Wispelaer","8800"
"de Wissekerch","8906"
"de Wissekerck","8906"
"de Wissekercke","8906"
"de Wissekerk","8906"
"de Wissekerke","8906"
"de Wisselkerch","8906"
"de Wissenaken","653"
"de Wissenaken Sancti Petri","7546"
"de Wissenborch","0"
"de Wistkerk","8903"
"de Witry","8907"
"de Witzenborch","8440"
"de Wizelaer","0"
"de Wlissinghe","657"
"de Woeke","0"
"de Woensdracht","8918"
"de Woensdrecht","8918"
"de Woensel","701"
"de Woensell","701"
"de Woerda","0"
"de Woerden","8919"
"de Woertel","8950"
"de Woestmeerbeke","8816"
"de Woldercum","8954"
"de Woldericum","8954"
"de Wolderken","8954"
"de Wolderkim","8954"
"de Wolderkom","8954"
"de Wolderkum","8954"
"de Woldicum","8954"
"de Woldregem","8954"
"de Woldrickon","8954"
"de Woldricom","8954"
"de Woldricum","8954"
"de Woldrighem","8954"
"de Woldrikom","8954"
"de Wolferdyc","8930"
"de Wolferdyck","8930"
"de Wolhanio","0"
"de Wollen","0"
"de Wolricom","8954"
"de Wolunkom","8943"
"de Wolverdick","8930"
"de Wolverghem","8932"
"de Wolvertem","8932"
"de Womelghem","702"
"de Wommersom","8934"
"de Wommersomme","8934"
"de Woncinio","0"
"de Wonsdrecht","8918"
"de Wonsel","701"
"de Woonsdrecht","8918"
"de Woorbeem","0"
"de Woorcorm","8943"
"de Woorden","8919"
"de Woormhoude","703"
"de Worchem","8943"
"de Worcken","8943"
"de Worcom","8943"
"de Worcon","8943"
"de Worcum","8943"
"de Worda","0"
"de Worde","8919"
"de Workem","8943"
"de Wormaria","8945"
"de Wormatia","8948"
"de Wormatia supra Renum","8948"
"de Wormer","8945"
"de Wormont","703"
"de Worsselaer","8500"
"de Worssellaer","8500"
"de Wouda","705"
"de Wouderkem","8954"
"de Woukenskerck","0"
"de Wouwerkem","8954"
"de Woverdyck","0"
"de Wratisslavia","1924"
"de Wstkerke","8814"
"de Wuesthaich","0"
"de Wuestkerck","8814"
"de Wuestmeerbeke","8816"
"de Wulfringhem","8967"
"de Wulselis","8878"
"de Wyc","8854"
"de Wychmale","8851"
"de Wyck","8854"
"de Wyck op Zee","8854"
"de Wyck supra Mare","8854"
"de Wyckerke","8905"
"de Wyckevorst","695"
"de Wyick","0"
"de Wynegem","8858"
"de Wynghe","7515"
"de Wynstat","0"
"de Wyskerke","8906"
"de Wyssekerke","8906"
"de Wyssenkerke","8906"
"de Wyswelte","0"
"de Xantis","8977"
"de Xertrijck","8323"
"de Xiduelti","0"
"de Xiericzee","9034"
"de Xirixsee","9034"
"de Yacia","4645"
"de Ydemburgo","2825"
"de Yedeghem","4557"
"de Yeerseke","8981"
"de Yerp","2994"
"de Yerps","2994"
"de Yerseke","8981"
"de Yersekem","8981"
"de Yersel","2833"
"de Yersele","2833"
"de Yerselis","2833"
"de Yesp","0"
"de Yeteghem","4605"
"de Yever","4665"
"de Yirscken","8981"
"de Ymelgheern","0"
"de Ynsulis","529"
"de Yperis","306"
"de Ypre","306"
"de Ypris","306"
"de Yrps","2995"
"de Yrseke","8981"
"de Yrseken","8981"
"de Yrsel","2833"
"de Ysca","730"
"de Ysca Superiori","730"
"de Yscha","730"
"de Yscha Superiore","730"
"de Yscha superiori","730"
"de Yseghem","4614"
"de Yseke","8981"
"de Yselstein","8986"
"de Yselsteyn","8986"
"de Ysscha","730"
"de Ysscha Superiori","730"
"de Ytrajecto","635"
"de Yvodio","4613"
"de Zaemslacht","8991"
"de Zamberge","8997"
"de Zamberghe","8997"
"de Zamslacht","8991"
"de Zandhoven","707"
"de Zandich","8998"
"de Zantberghe","8997"
"de Zanthoven","707"
"de Zantvliet","708"
"de Zaselo","0"
"de Zaventem","710"
"de Zaventen","710"
"de Zawinghen","9084"
"de Zeems","9019"
"de Zeericzee","9034"
"de Zel","9011"
"de Zelandia","9008"
"de Zele","9011"
"de Zelen","9011"
"de Zelhem","9012"
"de Zeliczee","9034"
"de Zelik","9017"
"de Zelke","0"
"de Zellendonck","0"
"de Zenehin","0"
"de Zepperen","712"
"de Zericzee","9034"
"de Zerixzee","9034"
"de Zersel","9043"
"de Zeteghem","0"
"de Zetrus","9039"
"de Zichenis","9032"
"de Zichgenis","9032"
"de Zichghenis","9032"
"de Zichnis","9032"
"de Zickenis","9032"
"de Zierciczee","9034"
"de Zierckzee","9034"
"de Zierczee","9034"
"de Ziericeo","9034"
"de Zierichzee","9034"
"de Zierickse","9034"
"de Ziericxe","9034"
"de Ziericxee","9034"
"de Ziericxis","9034"
"de Ziericxze","9034"
"de Ziericxzee","9034"
"de Ziericze","9034"
"de Ziericzee","9034"
"de Zierisse","9034"
"de Zierixcee","9034"
"de Zierixe","9034"
"de Zierixee","9034"
"de Zierixze","9034"
"de Zierixzee","9034"
"de Zierizee","9034"
"de Zierxe","9034"
"de Zierxee","9034"
"de Zieryczee","9034"
"de Zierzee","9034"
"de Ziexre","9034"
"de Zighem","9032"
"de Zijchenis","9032"
"de Zilbeke","9035"
"de Zino","0"
"de Zirczee","9034"
"de Zirezee","9034"
"de Zirichze","9034"
"de Ziricxee","9034"
"de Ziricxzee","9034"
"de Ziriczee","9034"
"de Zirisse","9034"
"de Zirixee","9034"
"de Zirixzee","9034"
"de Zirize","9034"
"de Zirizee","9034"
"de Zittart","7564"
"de Zitter","7564"
"de Zittere","7564"
"de Zittert","7564"
"de Zizirre","9034"
"de Znekis","7591"
"de Zoelre","715"
"de Zoemerdijck","9047"
"de Zoemeren","7615"
"de Zoemerghem","716"
"de Zoersel","9043"
"de Zollis","0"
"de Zombeke","7613"
"de Zombreffia","586"
"de Zomer","7615"
"de Zomerdick","9046"
"de Zomerdijck","9047"
"de Zomeren","7615"
"de Zomergheem","716"
"de Zomerio","7615"
"de Zomien","0"
"de Zommelsdijck","7619"
"de Zommere","7615"
"de Zommeren","7615"
"de Zommerghem","716"
"de Zomubrecht","0"
"de Zon","0"
"de Zondeert","718"
"de Zondert","718"
"de Zonewen","9050"
"de Zonia","0"
"de Zonnemar","9053"
"de Zonnen","0"
"de Zonnewen","9050"
"de Zonuwen","9050"
"de Zora","7641"
"de Zotteghem","717"
"de Zrixee","9034"
"de Zudebroecke","9059"
"de Zuecia","0"
"de Zuemeren","7615"
"de Zuerbeemde","3508"
"de Zuersele","9043"
"de Zuijke","0"
"de Zuilre","9045"
"de Zulre","9045"
"de Zummersdyck","9046"
"de Zundert","718"
"de Zuollis","9086"
"de Zurbeemde","9075"
"de Zurebemde","3508"
"de Zurpe","0"
"de Zutphania","9074"
"de Zutphen","9074"
"de Zutvania","9074"
"de Zuullis","0"
"de Zuyder Wouda","9061"
"de Zuyke","0"
"de Zuylre","9045"
"de Zuytbeveland","9058"
"de Zuytsia","0"
"de Zuzanna","0"
"de Zuzato","3550"
"de Zwamsbergh","7394"
"de Zwemele","0"
"de Zwene","0"
"de Zwollis","9086"
"de Zwyndrecht","9083"
"de Zychenis","9032"
"de Zyericxzee","9034"
"de Zyericze","9034"
"de Zyericzee","9034"
"de Zyl","0"
"de Zyrczee","9034"
"[de] Antwerpia","26"
"[de] Steevordia","7720"
"Deblectrensis","2573"
"Debutensis","2574"
"Deckamiensis","2575"
"Decliviensis","2654"
"Deeluck","2577"
"Deens","2576"
"Deerlijck","2577"
"Deerlyck","2577"
"Deest","152"
"Deftinge","2578"
"Deftinghe","2578"
"Degercampensis","2579"
"Dehoeve","4328"
"Deijnse","153"
"Delbecque","2580"
"Delbingensis","2581"
"Delburgensis","2582"
"Delden","2583"
"Deldensis","2583"
"Delemiensis","2584"
"Delensis","2586"
"Delf","154"
"Delfenses","154"
"Delfensis","154"
"Delffensis","154"
"Delfius","154"
"Delft","154"
"Delftensis","154"
"Delfus","154"
"Delpensis","154"
"Delphensis","154"
"Delphiensis","154"
"Delphus","154"
"Delpius","154"
"Delspergensis","2585"
"Delvaux Steane","0"
"Demondernnarensis","156"
"Demruplensis","2589"
"Demulacensis","2590"
"Demulerensis","2591"
"den Doel","2684"
"Den Dongen","167"
"Dendael","2596"
"Denderamundanus","156"
"Denderbel","2597"
"Denderbelle","2597"
"Denderhautanus","2598"
"Denderhauten","2598"
"Denderhoutanus","2598"
"Denderhouten","2598"
"Denderhoutenus","2598"
"Denderleeuw","2599"
"Denderleeuwe","2599"
"Dendermundanus","156"
"Denderwindeke","157"
"Denderwindicke","157"
"Denderwindike","157"
"Denderwinicanus","157"
"Dendremalius","2600"
"Denecambiensis","2602"
"Denecampiensis","2602"
"Deneensis","2601"
"Denelet","2603"
"Densa","153"
"Denterghem","2605"
"der Diest","162"
"der Sancto Vito","7299"
"Derbaienensis","0"
"Derbiensis","2606"
"Derbusensis","2607"
"Derchenne","2608"
"Deren(sis)","2609"
"Derenback","2610"
"Derfelensis","2611"
"Dergneau","2612"
"Derien","2643"
"Derpiniensis","0"
"Derrensis","387"
"Derviensis","2614"
"des Ecoussines","2809"
"des Mares","5497"
"Desau","2616"
"Descellensis","158"
"Deschel","158"
"Deschelensis","158"
"Deschellensis","158"
"Deschelles","158"
"Desendeloensis","158"
"Despomereus","2615"
"Desscelensis","158"
"Desschel","158"
"Desschelensis","158"
"Desschellensis","158"
"Dessehlensis","0"
"Dessel","158"
"Desselensis","158"
"Desselghem","2617"
"Desseliensis","158"
"Desselius","158"
"Dessellensis","158"
"Desteelberge","2619"
"Desteldonck","2620"
"Destelensis","2618"
"Destinghe","2621"
"deTamisia","609"
"deTeneramunda","156"
"Detmarcensis","2677"
"Detringhe","2622"
"Deulen","2623"
"Deuren","159"
"Deurle","2624"
"Deurne","159"
"Deurnensis","159"
"Deuteroutem","2598"
"Deutlicensis","2626"
"Devalensis","2627"
"Deverensis","2629"
"Deverzinar","2630"
"Devoniensis","2631"
"Dewolf","0"
"Deynse","153"
"Deyssing","2645"
"di Brouc","0"
"Dicensis","2634"
"Dickebusch","163"
"Dickelbusch","163"
"Dickele","2653"
"Dickelvene","2654"
"Dickelvenne","2654"
"Dickeriensis","161"
"Dickriensis","2635"
"dico Tornacensis","168"
"Dictmariensis","2677"
"Diedam","2636"
"Diegemensis","2637"
"Diegheem","2637"
"Dieghem","2637"
"Diekebusch","163"
"Diekirch","2638"
"Dielbeeck","2655"
"Dielbeke","2655"
"Dielegemensis","2639"
"Diepanus","2640"
"Diepenbecanus","2641"
"Diepenbeck","2641"
"Diepenbeeck","2641"
"Diepenbekanus","2641"
"Diepenbekensis","2641"
"Diepenbroech","2641"
"Diependalensis","2642"
"Diepensis","2641"
"Diesensis","2644"
"Diessen","2645"
"Diessenhowensis","2646"
"Diessensis","2644"
"Diest","162"
"Diestemensis","162"
"Diestemiensis","162"
"Diesteniensis","162"
"Diestensis","162"
"Diesterwijckanus","2647"
"Diesthemiensis","162"
"Diesthensis","162"
"Diestiemensis","162"
"Diestiensis","2648"
"Dietensis","162"
"Diffulensis","2650"
"Dijnterensis","2668"
"Dijon","2652"
"Dijstensis","162"
"Dilbecanus","2655"
"Dilbeke","2655"
"Dilborn","2656"
"Dilbout","0"
"Dilden","2657"
"Dilegemiensis","2639"
