Title,fm_id,RecordID,856_u,856_y,project
Logica,2121,9992135452901488,https://resolver.libis.be/IE5254957/representation,Archives de l'Université catholique de Louvain Ms. C97,17
Dialectica,2122,9992135904101488,https://resolver.libis.be/IE5266302/representation,Archives de l'Université catholique de Louvain Ms. C103,17
Logica,2123,9992135943601488,https://resolver.libis.be/IE5375226/representation,Archives de l'Université catholique de Louvain Ms. C155,17
Logica,2124,9992136072701488,https://resolver.libis.be/IE5294870/representation,Archives de l'Université catholique de Louvain Ms. C171,17
Dialectica,2125,9992136076601488,https://resolver.libis.be/IE5293888/representation,Archives de l'Université catholique de Louvain Ms. C164,17
Logica. Ethica,2126,9992136082201488,https://resolver.libis.be/IE5292636/representation,Archives de l'Université catholique de Louvain Ms. C161,17
Logica,2127,9992136083201488,https://resolver.libis.be/IE5291534/representation,Archives de l'Université catholique de Louvain Ms. C160,17
Logica,2128,9992136085301488,https://resolver.libis.be/IE5290696/representation,Archives de l'Université catholique de Louvain Ms. C159,17
Ethica. Logica,2129,9992136093101488,https://resolver.libis.be/IE5269812/representation,Archives de l'Université catholique de Louvain Ms. C146,17
Logica,2130,9992136094301488,https://resolver.libis.be/IE5263600/representation,Archives de l'Université catholique de Louvain Ms. C145,17
Logica. Ethica,2131,9992136098101488,https://resolver.libis.be/IE5268464/representation,Archives de l'Université catholique de Louvain Ms. C115,17
Logica,2132,9992136105801488,https://resolver.libis.be/IE5267050/representation,Archives de l'Université catholique de Louvain Ms. C110,17
Logica,2133,9992136545901488,https://resolver.libis.be/IE5296026/representation,Archives de l'Université catholique de Louvain Ms. C174,17
Dialectica,2134,9992136798801488,https://resolver.libis.be/IE5297818/representation,Archives de l'Université catholique de Louvain Ms. C179,17
Dialectica,2135,9992136989801488,https://resolver.libis.be/IE5411650/representation,Archives de l'Université catholique de Louvain Ms. C198,17
Dialectica,2136,9992136995601488,https://resolver.libis.be/IE5410608/representation,Archives de l'Université catholique de Louvain Ms. C190,17
Physica,2137,9992137179101488,https://resolver.libis.be/IE5148034/representation,Archives de l'Université catholique de Louvain Ms. C10,17
Questiones et responsa de theologia morali,2138,9992137274701488,https://resolver.libis.be/IE5177276/representation,Archives de l'Université catholique de Louvain Ms. C32,17
Physica,2139,9992137290401488,https://resolver.libis.be/IE5151130/representation,Archives de l'Université catholique de Louvain Ms. C14,17
Physica,2140,9992137296201488,https://resolver.libis.be/IE5150178/representation,Archives de l'Université catholique de Louvain Ms. C12,17
Physica,2141,9992137304801488,https://resolver.libis.be/IE5144442/representation,Archives de l'Université catholique de Louvain Ms. C8,17
Ethica,2142,9992137341201488,https://resolver.libis.be/IE5766552/representation,KU Leuven Libraries BIBC BRES Ms. 364,17
Physica. Metaphysica,2143,9992138591301488,https://resolver.libis.be/IE5136228/representation,Archives de l'Université catholique de Louvain Ms. C4,17
De actibus humanis II,2144,9992139602401488,https://resolver.libis.be/IE5206937/representation,Archives de l'Université catholique de Louvain Ms. C47,17
Digesta. Quaestiones pro tentamine in 50 libros digestorum,2145,9992139683501488,https://resolver.libis.be/IE5214043/representation,Archives de l'Université catholique de Louvain Ms. C56,17
Digesta. Libri I-VIII,2146,9992139685401488,https://resolver.libis.be/IE5212515/representation,Archives de l'Université catholique de Louvain Ms. C55,17
Physica,2147,9992139924001488,https://resolver.libis.be/IE5247409/representation,Archives de l'Université catholique de Louvain Ms. C72,17
Physica,2148,9992140105701488,https://resolver.libis.be/IE5217237/representation,Archives de l'Université catholique de Louvain Ms. C59,17
Metaphysica,2149,9992140106801488,https://resolver.libis.be/IE5216009/representation,Archives de l'Université catholique de Louvain Ms. C58,17
Physica,2150,9992140134901488,https://resolver.libis.be/IE5251043/representation,Archives de l'Université catholique de Louvain Ms. C77,17
Physica,2151,9992140181501488,https://resolver.libis.be/IE5244227/representation,Archives de l'Université catholique de Louvain Ms. C70,17
Arithmetica. Geometria,2152,9992140182701488,https://resolver.libis.be/IE5226019/representation,Archives de l'Université catholique de Louvain Ms. C68,17
Physica,2153,9992140188701488,https://resolver.libis.be/IE5220005/representation,Archives de l'Université catholique de Louvain Ms. C64,17
Ethica,2154,9992140195101488,https://resolver.libis.be/IE5220849/representation,Archives de l'Université catholique de Louvain Ms. C60,17
Physica,2155,9992140338901488,https://resolver.libis.be/IE5256125/representation,Archives de l'Université catholique de Louvain Ms. C84,17
Physica,2156,9992140339801488,https://resolver.libis.be/IE5257003/representation,Archives de l'Université catholique de Louvain Ms. C82,17
Physca,2157,9992140340101488,https://resolver.libis.be/IE5256513/representation,Archives de l'Université catholique de Louvain Ms. C80,17
Metaphysica,2158,9992140348301488,https://resolver.libis.be/IE5249565/representation,Archives de l'Université catholique de Louvain Ms. C76,17
Physica. Metaphysica,2159,9992140588701488,https://resolver.libis.be/IE5245371/representation,Archives de l'Université catholique de Louvain Ms. C75,17
Physica,2160,9992140593401488,https://resolver.libis.be/IE5249965/representation,Archives de l'Université catholique de Louvain Ms. C74,17
De sacramentis,2161,9992146148901488,https://resolver.libis.be/IE5276000/representation,Archives de l'Université catholique de Louvain Ms. C114,17
Physica,2162,9992146151501488,https://resolver.libis.be/IE5327118/representation,Archives de l'Université catholique de Louvain Ms. C112,17
Physiologiae tractatus,2163,9992146292801488,https://resolver.libis.be/IE5272734/representation,Archives de l'Université catholique de Louvain Ms. C109,17
Classia nutrientium,2164,9992146296101488,https://resolver.libis.be/IE5274910/representation,Archives de l'Université catholique de Louvain Ms. C107,17
Physica,2165,9992146318201488,https://resolver.libis.be/IE5281856/representation,Archives de l'Université catholique de Louvain Ms. C149,17
Physica,2166,9992146321001488,https://resolver.libis.be/IE5280958/representation,Archives de l'Université catholique de Louvain Ms. C148,17
Metaphysica,2167,9992146323901488,https://resolver.libis.be/IE5280120/representation,Archives de l'Université catholique de Louvain Ms. C147,17
Commentarius ad Decretales Gregorii IX [III],2168,9992146339701488,https://resolver.libis.be/IE5277528/representation,Archives de l'Université catholique de Louvain Ms. C140,17
Commentarius ad Decretales Gregorii IX [II],2169,9992146342401488,https://resolver.libis.be/IE5274300/representation,Archives de l'Université catholique de Louvain Ms. C139,17
Commentarius ad Decretales Gregorii IX [I],2170,9992146344901488,https://resolver.libis.be/IE5273354/representation,Archives de l'Université catholique de Louvain Ms. C138,17
Metaphysica,2171,998161350101488,https://resolver.libis.be/IE5108288/representation,KU Leuven Libraries BIBC BRES Ms. 273,17
Logica.,2172,998296080101488,https://resolver.libis.be/IE5007733/representation,KU Leuven Libraries BIBC BRES Ms. 236,17
De poësi lyrica. Themata rhetoricae. Quaestiones De cathecismo.,2173,9911058340101488,https://resolver.libis.be/IE5347184/representation,KU Leuven Libraries BIBC BRES Ms. 333,17
Logica,2174,9914031280101488,https://resolver.libis.be/IE5085103/representation,KU Leuven Libraries BIBC BRES Ms. 241,17
Logica,2175,9915089830101488,https://resolver.libis.be/IE5099049/representation,KU Leuven Libraries BIBC BRES Ms. 267,17
Physica,2176,9922121260101488,https://resolver.libis.be/IE5739534/representation,KU Leuven Libraries BIBC BRES Ms. 332,17
Logica,2177,9922947680101488,https://resolver.libis.be/IE5157292/representation,KU Leuven Libraries BIBC BRES Ms. 251,17
Physica,2178,9927563330101488,https://resolver.libis.be/IE5345610/representation,KU Leuven Libraries BIBC BRES Ms. 327,17
Physica,2179,9932447570101488,https://resolver.libis.be/IE5158097/representation,KU Leuven Libraries BIBC BRES Ms. 252,17
Physica,2180,9937199870101488,https://resolver.libis.be/IE5159841/representation,KU Leuven Libraries BIBC BRES Ms. 253,17
Metaphysica.,2181,9977253760101488,https://resolver.libis.be/IE4992202/representation,KU Leuven Libraries BIBC BRES Ms. 214,17
Logica,2182,9977254090101488,https://resolver.libis.be/IE4986271/representation,KU Leuven Libraries BIBC BRES Ms. 215,17
Physica,2183,9977262400101488,https://resolver.libis.be/IE4995530/representation,KU Leuven Libraries BIBC BRES Ms. 216,17
Physica,2184,9977262940101488,https://resolver.libis.be/IE4993619/representation,KU Leuven Libraries BIBC BRES Ms. 217,17
Physica,2185,9977263370101488,https://resolver.libis.be/IE4994682/representation,KU Leuven Libraries BIBC BRES Ms. 218,17
Physica,2186,9977263640101488,https://resolver.libis.be/IE4995145/representation,KU Leuven Libraries BIBC BRES Ms. 219,17
Physica,2187,9977265180101488,https://resolver.libis.be/IE4999384/representation,KU Leuven Libraries BIBC BRES Ms. 220,17
Physica,2188,9977265700101488,https://resolver.libis.be/IE4999967/representation,KU Leuven Libraries BIBC BRES Ms. 221,17
Physica,2189,9977266570101488,https://resolver.libis.be/IE5000490/representation,KU Leuven Libraries BIBC BRES Ms. 222,17
Metaphysica.,2190,9977279820101488,https://resolver.libis.be/IE5005367/representation,KU Leuven Libraries BIBC BRES Ms. 223,17
Logica.,2191,9977279980101488,https://resolver.libis.be/IE4977576/representation,KU Leuven Libraries BIBC BRES Ms. 203,17
Physica,2192,9977310530101488,https://resolver.libis.be/IE5001517/representation,KU Leuven Libraries BIBC BRES Ms. 224,17
Metaphysica.,2193,9977312870101488,https://resolver.libis.be/IE5002076/representation,KU Leuven Libraries BIBC BRES Ms. 225,17
Metaphysica,2194,9977313230101488,https://resolver.libis.be/IE4976399/representation,KU Leuven Libraries BIBC BRES Ms. 202,17
Logica.,2195,9977344860101488,https://resolver.libis.be/IE4923148/representation,KU Leuven Libraries BIBC BRES Ms. 201,17
Physica,2196,9977348420101488,https://resolver.libis.be/IE4996461/representation,KU Leuven Libraries BIBC BRES Ms. 212,17
Physica,2197,9977372040101488,https://resolver.libis.be/IE5009600/representation,KU Leuven Libraries BIBC BRES Ms. 230,17
Physica.,2198,9977373610101488,https://resolver.libis.be/IE5010417/representation,KU Leuven Libraries BIBC BRES Ms. 231,17
Physica,2199,9977426430101488,https://resolver.libis.be/IE5013965/representation,KU Leuven Libraries BIBC BRES Ms. 232,17
Physica,2200,9977440210101488,https://resolver.libis.be/IE4990089/representation,KU Leuven Libraries BIBC BRES Ms. 213,17
Metaphysica. Physica.,2201,9977449110101488,https://resolver.libis.be/IE5003416/representation,KU Leuven Libraries BIBC BRES Ms. 229,17
Logica,2202,9977468650101488,https://resolver.libis.be/IE5005938/representation,KU Leuven Libraries BIBC BRES Ms. 233,17
Physica,2203,9977481560101488,https://resolver.libis.be/IE5014908/representation,KU Leuven Libraries BIBC BRES Ms. 234,17
Metaphysica,2204,9977521810101488,https://resolver.libis.be/IE5090549/representation,KU Leuven Libraries BIBC BRES Ms. 240,17
Metaphysica. Physica.,2205,9977549140101488,https://resolver.libis.be/IE4987988/representation,KU Leuven Libraries BIBC BRES Ms. 211,17
Metaphysica,2206,9977590330101488,https://resolver.libis.be/IE5002713/representation,KU Leuven Libraries BIBC BRES Ms. 227,17
Logica,2207,9977608360101488,https://resolver.libis.be/IE5086880/representation,KU Leuven Libraries BIBC BRES Ms. 242,17
Physica.,2208,9977620970101488,https://resolver.libis.be/IE5091702/representation,KU Leuven Libraries BIBC BRES Ms. 243,17
Logica,2209,9977638180101488,https://resolver.libis.be/IE5087871/representation,KU Leuven Libraries BIBC BRES Ms. 244,17
Logica. Ethica.,2210,9977654930101488,https://resolver.libis.be/IE5089462/representation,KU Leuven Libraries BIBC BRES Ms. 245,17
Physica,2211,9977672720101488,https://resolver.libis.be/IE5094345/representation,KU Leuven Libraries BIBC BRES Ms. 246,17
Physica,2212,9977675380101488,https://resolver.libis.be/IE5093257/representation,KU Leuven Libraries BIBC BRES Ms. 247,17
Physica,2213,9977686300101488,https://resolver.libis.be/IE5093720/representation,KU Leuven Libraries BIBC BRES Ms. 248,17
Commentarius in partem primam S. Thomae.,2214,9977720580101488,https://resolver.libis.be/IE5160691/representation,KU Leuven Libraries BIBC BRES Ms. 254,17
"Tractatus de sacramentis in genere, de baptismo et de confirmatione.",2215,9977731120101488,https://resolver.libis.be/IE5162309/representation,KU Leuven Libraries BIBC BRES Ms. 255,17
Physica. Metaphysica,2216,9977739730101488,https://resolver.libis.be/IE5165233/representation,KU Leuven Libraries BIBC BRES Ms. 257,17
Physica,2217,9977764740101488,https://resolver.libis.be/IE5169069/representation,KU Leuven Libraries BIBC BRES Ms. 259,17
Physica,2218,9977783060101488,https://resolver.libis.be/IE5011372/representation,KU Leuven Libraries BIBC BRES Ms. 238,17
Physica,2219,9977786480101488,https://resolver.libis.be/IE5162847/representation,KU Leuven Libraries BIBC BRES Ms. 256,17
Logica. Metaphysica,2220,9977803120101488,https://resolver.libis.be/IE5094986/representation,KU Leuven Libraries BIBC BRES Ms. 260,17
Logica.,2221,9978955270101488,https://resolver.libis.be/IE5155161/representation,KU Leuven Libraries BIBC BRES Ms. 250,17
Physica,2222,9978968940101488,https://resolver.libis.be/IE5167313/representation,KU Leuven Libraries BIBC BRES Ms. 258,17
Physica,2223,9978981200101488,https://resolver.libis.be/IE5100454/representation,KU Leuven Libraries BIBC BRES Ms. 262,17
Physica,2224,9978990300101488,https://resolver.libis.be/IE5102492/representation,KU Leuven Libraries BIBC BRES Ms. 263,17
Physica,2225,9979601780101488,https://resolver.libis.be/IE5103492/representation,KU Leuven Libraries BIBC BRES Ms. 264,17
Physica,2226,9979740960101488,https://resolver.libis.be/IE5104204/representation,KU Leuven Libraries BIBC BRES Ms. 265,17
Physica,2227,9979742740101488,https://resolver.libis.be/IE5107612/representation,KU Leuven Libraries BIBC BRES Ms. 266,17
Physica. Metaphysica,2228,9979901050101488,https://resolver.libis.be/IE5154323/representation,KU Leuven Libraries BIBC BRES Ms. 270,17
Physica,2229,9979911060101488,https://resolver.libis.be/IE5106066/representation,KU Leuven Libraries BIBC BRES Ms. 268,17
Physica,2230,9979915920101488,https://resolver.libis.be/IE5105228/representation,KU Leuven Libraries BIBC BRES Ms. 269,17
Physica,2231,9979944780101488,https://resolver.libis.be/IE5221339/representation,KU Leuven Libraries BIBC BRES Ms. 272,17
Logica,2232,9979964850101488,https://resolver.libis.be/IE5109346/representation,KU Leuven Libraries BIBC BRES Ms. 280,17
Ethica,2233,9979967470101488,https://resolver.libis.be/IE5282976/representation,KU Leuven Libraries BIBC BRES Ms. 281,17
Physica,2234,9979976860101488,https://resolver.libis.be/IE5283974/representation,KU Leuven Libraries BIBC BRES Ms. 284,17
Physica,2235,9979977170101488,https://resolver.libis.be/IE5283394/representation,KU Leuven Libraries BIBC BRES Ms. 285,17
Physica,2236,9979977270101488,https://resolver.libis.be/IE9588245/representation,KU Leuven Libraries BIBC BRES Ms. 286,17
Physica,2237,9979988900101488,https://resolver.libis.be/IE9590417/representation,KU Leuven Libraries BIBC BRES Ms. 289,17
Physica,2238,9980006270101488,https://resolver.libis.be/IE5337182/representation,KU Leuven Libraries BIBC BRES Ms. 293,17
Logica. Metaphysica,2239,9980044110101488,https://resolver.libis.be/IE5110535/representation,KU Leuven Libraries BIBC BRES Ms. 301,17
Dialectica.,2240,9980058550101488,https://resolver.libis.be/IE5113283/representation,KU Leuven Libraries BIBC BRES Ms. 304,17
Physica,2241,9980080650101488,https://resolver.libis.be/IE5351908/representation,KU Leuven Libraries BIBC BRES Ms. 338,17
Logica.,2242,9980108010101488,https://resolver.libis.be/IE5114094/representation,KU Leuven Libraries BIBC BRES Ms. 309,17
Logica,2243,9980131450101488,https://resolver.libis.be/IE5117286/representation,KU Leuven Libraries BIBC BRES Ms. 317,17
Physica,2244,9980135760101488,https://resolver.libis.be/IE5339950/representation,KU Leuven Libraries BIBC BRES Ms. 320,17
Physica,2245,9980147460101488,https://resolver.libis.be/IE5341076/representation,KU Leuven Libraries BIBC BRES Ms. 323,17
Physica,2246,9980151480101488,https://resolver.libis.be/IE5343274/representation,KU Leuven Libraries BIBC BRES Ms. 325,17
Physica,2247,9980167940101488,https://resolver.libis.be/IE5344112/representation,KU Leuven Libraries BIBC BRES Ms. 326,17
Physica,2248,9980179140101488,https://resolver.libis.be/IE5740926/representation,KU Leuven Libraries BIBC BRES Ms. 329,17
Physica,2249,9980180330101488,https://resolver.libis.be/IE5346208/representation,KU Leuven Libraries BIBC BRES Ms. 330,17
Physica,2250,9980184590101488,https://resolver.libis.be/IE5738300/representation,KU Leuven Libraries BIBC BRES Ms. 331,17
Physica,2251,9980204150101488,https://resolver.libis.be/IE5348220/representation,KU Leuven Libraries BIBC BRES Ms. 334,17
Physica,2252,9980205280101488,https://resolver.libis.be/IE5348884/representation,KU Leuven Libraries BIBC BRES Ms. 335,17
Physica,2253,9980783110101488,https://resolver.libis.be/IE5350208/representation,KU Leuven Libraries BIBC BRES Ms. 336,17
Physica,2254,9981080110101488,https://resolver.libis.be/IE5342286/representation,KU Leuven Libraries BIBC BRES Ms. 324,17
Physica,2255,9981133530101488,https://resolver.libis.be/IE5350686/representation,KU Leuven Libraries BIBC BRES Ms. 337,17
Metaphysica,2256,9983088940101488,https://resolver.libis.be/IE5352962/representation,KU Leuven Libraries BIBC BRES Ms. 339,17
Physica,2257,9983089150101488,https://resolver.libis.be/IE5352972/representation,KU Leuven Libraries BIBC BRES Ms. 340,17
Dialectica.,2258,9983091750101488,https://resolver.libis.be/IE5352982/representation,KU Leuven Libraries BIBC BRES Ms. 341,17
Tractatus de actibus humanis.,2259,9983125730101488,https://resolver.libis.be/IE5354054/representation,KU Leuven Libraries BIBC BRES Ms. 342,17
Tractatus de actibus humanis peccatis et legibus.,2260,9983127850101488,https://resolver.libis.be/IE5740862/representation,KU Leuven Libraries BIBC BRES Ms. 344,17
Tractatus de matrimonio. Tractatus de jure et justitia.,2261,9983137190101488,https://resolver.libis.be/IE5740834/representation,KU Leuven Libraries BIBC BRES Ms. 343,17
Questiones iuris civilis pro examine baccalaureatûs.,2262,9983141220101488,https://resolver.libis.be/IE5744168/representation,KU Leuven Libraries BIBC BRES Ms. 347,17
Prosecutio præcedentis materiæ scilicet Exemplorum Scripturæ Sacræ.,2263,9983142560101488,https://resolver.libis.be/IE5374034/representation,KU Leuven Libraries BIBC BRES Ms. 348,17
Dialectica.,2264,9983524100101488,https://resolver.libis.be/IE5126528/representation,KU Leuven Libraries GBIB GBIB PM0478,17
De philosophia.,2265,9983528950101488,https://resolver.libis.be/IE5131806/representation,KU Leuven Libraries GBIB GBIB PM0479,17
Physica,2266,9983532560101488,https://resolver.libis.be/IE5082018/representation,KU Leuven Libraries GBIB GBIB PM0026/V ,17
Logica.,2267,9983686250101488,https://resolver.libis.be/IE10106644/representation,KU Leuven Libraries GBIB GBIB PM0326,17
Logica.,2268,9983694770101488,https://resolver.libis.be/IE5401008/representation,KU Leuven Libraries GBIB GBIB PM0327,17
Dialectica.,2269,9983697900101488,https://resolver.libis.be/IE5133118/representation,KU Leuven Libraries GBIB GBIB PM0024/Q,17
Physica.,2270,9983730050101488,https://resolver.libis.be/IE5016926/representation,KU Leuven Libraries BIBC BRES Ms. 239,17
Annotationes in paratitla in quinquaginta libros digestorum authore Claudio de Ferriere scripta. Lovanii anno 1770,2271,9992137275801488,https://resolver.libis.be/IE5176732/representation,Archives de l'Université catholique de Louvain Ms. C30,17
Philosophia. Metaphysica,2272,9992137277301488,https://resolver.libis.be/IE5174754/representation,Archives de l'Université catholique de Louvain Ms. C28,17
Physica,2273,9992137297401488,https://resolver.libis.be/IE5149718/representation,Archives de l'Université catholique de Louvain Ms. C11,17
Physica,2274,9992137306701488,https://resolver.libis.be/IE5140330/representation,Archives de l'Université catholique de Louvain Ms. C6,17
Chirurgia,2275,9992138104001488,https://resolver.libis.be/IE5178432/representation,Archives de l'Université catholique de Louvain Ms. C34,17
Tractatus de jure et justitia II,2276,9992138481501488,https://resolver.libis.be/IE5195495/representation,Archives de l'Université catholique de Louvain Ms. C41,17
Tractatus de jure et justitia I,2277,9992138492101488,https://resolver.libis.be/IE5193985/representation,Archives de l'Université catholique de Louvain Ms. C40,17
Tractatus theologici De peccatis et gratia II,2278,9992138495301488,https://resolver.libis.be/IE5173586/representation,Archives de l'Université catholique de Louvain Ms. C39,17
Tractatus theologici De peccatis et gratia I,2279,9992138497301488,https://resolver.libis.be/IE5179228/representation,Archives de l'Université catholique de Louvain Ms. C38,17
Tractatus de sacramentis III,2280,9992138587401488,https://resolver.libis.be/IE5200769/representation,Archives de l'Université catholique de Louvain Ms. C44,17
Tractatus de sacramentis II,2281,9992138587901488,https://resolver.libis.be/IE5198881/representation,Archives de l'Université catholique de Louvain Ms. C43,17
Tractatus de sacramentis I,2282,9992138589201488,https://resolver.libis.be/IE5197395/representation,Archives de l'Université catholique de Louvain Ms. C42,17
De actibus humanis I,2283,9992139603401488,https://resolver.libis.be/IE5205421/representation,Archives de l'Université catholique de Louvain Ms. C46,17
Tractatus de incarnatione,2284,9992139606101488,https://resolver.libis.be/IE5202849/representation,Archives de l'Université catholique de Louvain Ms. C45,17
Physica,2285,9992139690401488,https://resolver.libis.be/IE5210981/representation,Archives de l'Université catholique de Louvain Ms. C54,17
Ethica,2286,9992140603301488,https://resolver.libis.be/IE5249171/representation,Archives de l'Université catholique de Louvain Ms. C73,17
Physica. Metaphysica,2287,9992141305401488,https://resolver.libis.be/IE5262096/representation,Archives de l'Université catholique de Louvain Ms. C96,17
Physica,2288,9992141306501488,https://resolver.libis.be/IE5260040/representation,Archives de l'Université catholique de Louvain Ms. C95,17
De contractibus,2289,9992146146201488,https://resolver.libis.be/IE5273254/representation,Archives de l'Université catholique de Louvain Ms. C116,17
Praxis medica II,2290,9992146194901488,https://resolver.libis.be/IE5271238/representation,Archives de l'Université catholique de Louvain Ms. C106,17
Praxis medica I,2291,9992146198201488,https://resolver.libis.be/IE5326106/representation,Archives de l'Université catholique de Louvain Ms. C105,17
Chemia tractatus,2292,9992146295001488,https://resolver.libis.be/IE5272250/representation,Archives de l'Université catholique de Louvain Ms. C108,17
